p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
4.58638510414311e-73	0.304422056037633	0.518	0.156	7.13779113757792e-69	0	Rab3a
5.21890424160483e-71	0.321836407575491	1	0.999	8.1221806712096e-67	0	Pfn1
1.2731148397337e-69	0.4725746914332	0.777	0.57	1.98134862507756e-65	0	Optc
1.34544636411053e-69	0.296067596380074	0.577	0.205	2.09391817646522e-65	0	Lsm3
6.56888507669369e-69	0.440114972189943	0.732	0.39	1.02231558448584e-64	0	Efhd1
2.25320182362108e-68	0.307886352615745	0.352	0.582	3.50665799810148e-64	0	Des
3.85246991322096e-68	0.272526768757438	0.542	0.188	5.99559892594578e-64	0	Pnck
3.25837398399348e-67	0.324218897710224	0.515	0.163	5.07100743128906e-63	0	Gm11627
1.38358810010024e-66	0.291664410107281	0.517	0.167	2.153278160186e-62	0	Smim26
5.93170605606128e-66	0.275562739323528	0.571	0.214	9.23151413504817e-62	0	Rasgrp2
7.62583703958358e-66	0.269114200228413	0.562	0.211	1.18680901847039e-61	0	Thsd4
8.57810711637489e-66	0.331456377006162	0.589	0.226	1.33501081052142e-61	0	Ccdc3
2.92042456537493e-65	0.292829748720373	0.612	0.245	4.545056751093e-61	0	Ethe1
5.63385003639054e-65	0.3920608952894	0.9	0.739	8.7679608116346e-61	0	Cbr2
9.23283298564895e-65	0.261493125080236	0.482	0.149	1.43690579755655e-60	0	Msra
1.21320065377392e-64	0.621667889216042	0.705	0.528	1.88810417746835e-60	0	Rbp4
1.59057869649641e-64	0.409648172623242	0.969	0.869	2.47541762535737e-60	0	Msrb1
1.78965049940071e-64	0.296262015568695	0.569	0.212	2.78523307221733e-60	0	Tspan2
2.56214772328451e-64	0.316145272755521	1	1	3.98747050174768e-60	0	Vim
2.70814021528935e-63	0.573355996069669	0.914	0.746	4.21467861705482e-59	0	Sost
3.22801212006591e-61	0.290479028213316	0.998	0.996	5.02375526245857e-57	0	Rpl37a
5.21493955639017e-61	0.29283289538453	0.583	0.231	8.11601043161001e-57	0	Ppp1r18
2.81549341213232e-60	0.287275472119104	1	0.993	4.38175239730154e-56	0	Rps3a1
3.9491896630219e-60	0.381806726900558	0.992	0.924	6.14612387256099e-56	0	Gstm1
4.23426508123633e-60	0.261566336681953	1	1	6.58978674592809e-56	0	Eef1a1
4.75795135673606e-60	0.250338265587102	0.595	0.254	7.40479969648833e-56	0	Itga9
3.46390189453449e-59	0.393176571742214	0.882	0.739	5.39087051846403e-55	0	Pdlim1
3.95734668078056e-58	0.279627289989652	0.402	0.108	6.15881863929879e-54	0	Tpd52l1
2.56353272272823e-57	0.297226952733601	0.98	0.951	3.98962597638194e-53	0	Cox7c
3.07718830426587e-57	0.280874426400021	1	0.994	4.78902815792897e-53	0	Ybx1
1.22769682977499e-56	0.250695329174443	0.558	0.228	1.91066457617882e-52	0	Klf15
